Time[s], Channel 0
-0.100000000000000, 0
0.000000000000000, 1
0.000001270000000, 0
0.000001840000000, 1
0.000002200000000, 0
0.000002680000000, 1
0.000003030000000, 0
0.000003500000000, 1
0.000003850000000, 0
0.000004322000000, 1
0.000004672000000, 0
0.000005152000000, 1
0.000005502000000, 0
0.000005972000000, 1
0.000006322000000, 0
0.000006802000000, 1
0.000007152000000, 0
0.000007632000000, 1
0.000007982000000, 0
0.000008462000000, 1
0.000008812000000, 0
0.000009292000000, 1
0.000009642000000, 0
0.000010122000000, 1
0.000010472000000, 0
0.000010952000000, 1
0.000011302000000, 0
0.000011772000000, 1
0.000012122000000, 0
0.000012602000000, 1
0.000012950000000, 0
0.000013430000000, 1
0.000013780000000, 0
0.000014260000000, 1
0.000014610000000, 0
0.000015090000000, 1
0.000015440000000, 0
0.000015920000000, 1
0.000016270000000, 0
0.000016750000000, 1
0.000017100000000, 0
0.000017578000000, 1
0.000017928000000, 0
0.000018408000000, 1
0.000018758000000, 0
0.000019238000000, 1
0.000019588000000, 0
0.000020068000000, 1
0.000020418000000, 0
0.000020888000000, 1
0.000021240000000, 0
0.000021710000000, 1
0.000022060000000, 0
0.000022540000000, 1
0.000022890000000, 0
0.000023370000000, 1
0.000023722000000, 0
0.000024192000000, 1
0.000024542000000, 0
0.000025022000000, 1
0.000025372000000, 0
0.000025850000000, 1
0.000026200000000, 0
0.000026680000000, 1
0.000027030000000, 0
0.000027510000000, 1
0.000027860000000, 0
0.000028340000000, 1
0.000028690000000, 0
0.000029170000000, 1
0.000029520000000, 0
0.000029998000000, 1
0.000030348000000, 0
0.000030818000000, 1
0.000031168000000, 0
0.000031638000000, 1
0.000031990000000, 0
0.000032470000000, 1
0.000032820000000, 0
0.000033290000000, 1
0.000033640000000, 0
0.000034112000000, 1
0.000034462000000, 0
0.000034942000000, 1
0.000035292000000, 0
0.000035772000000, 1
0.000036120000000, 0
0.000036600000000, 1
0.000036950000000, 0
0.000037420000000, 1
0.000037770000000, 0
0.000038240000000, 1
0.000038590000000, 0
0.000039060000000, 1
0.000039410000000, 0
0.000039890000000, 1
0.000040240000000, 0
0.000040720000000, 1
0.000041070000000, 0
0.000041550000000, 1
0.000041900000000, 0
0.000042380000000, 1
0.000042730000000, 0
0.000043200000000, 1
0.000043550000000, 0
0.000044020000000, 1
