Time[s], Channel 0
-0.100000000000000, 0
0.000000000000000, 1
0.000005408000000, 0
0.000008478000000, 1
0.000011336000000, 0
0.000014126000000, 1
0.000016924000000, 0
0.000019704000000, 1
0.000022454000000, 0
0.000025266000000, 1
0.000028056000000, 0
0.000030844000000, 1
0.000033664000000, 0
0.000036414000000, 1
0.000039234000000, 0
0.000041994000000, 1
0.000044764000000, 0
0.000047546000000, 1
0.000050324000000, 0
0.000053122000000, 1
0.000055902000000, 0
0.000058684000000, 1
0.000061466000000, 0
0.000064244000000, 1
0.000067024000000, 0
0.000069822000000, 1
0.000072602000000, 0
0.000075354000000, 1
0.000078116000000, 0
0.000080834000000, 1
0.000083624000000, 0
0.000086404000000, 1
0.000089192000000, 0
0.000091982000000, 1
0.000094792000000, 0
0.000097594000000, 1
0.000100372000000, 0
0.000103152000000, 1
0.000105950000000, 0
0.000108692000000, 1
0.000111462000000, 0
0.000114222000000, 1
0.000117020000000, 0
0.000119822000000, 1
0.000122622000000, 0
0.000125382000000, 1
0.000128162000000, 0
0.000130910000000, 1
0.000133710000000, 0
0.000136480000000, 1
0.000139264000000, 0
0.000142052000000, 1
0.000144822000000, 0
0.000147580000000, 1
0.000150370000000, 0
0.000153172000000, 1
0.000155950000000, 0
0.000158690000000, 1
0.000161458000000, 0
0.000164190000000, 1
0.000166970000000, 0
0.000169738000000, 1
0.000172498000000, 0
0.000175288000000, 1
0.000178060000000, 0
0.000180858000000, 1
0.000183638000000, 0
0.000186418000000, 1
0.000189200000000, 0
0.000191970000000, 1
0.000194758000000, 0
0.000197526000000, 1
0.000200328000000, 0
0.000203090000000, 1
0.000205868000000, 0
0.000208628000000, 1
0.000211418000000, 0
0.000214188000000, 1
0.000216968000000, 0
0.000219736000000, 1
0.000222508000000, 0
0.000225268000000, 1
0.000228038000000, 0
0.000230798000000, 1
0.000233588000000, 0
0.000236356000000, 1
0.000239116000000, 0
0.000241894000000, 1
0.000244706000000, 0
0.000247456000000, 1
0.000250226000000, 0
0.000253004000000, 1
0.000255766000000, 0
0.000258566000000, 1
0.000261354000000, 0
0.000264114000000, 1
0.000266866000000, 0
0.000269606000000, 1
0.000272384000000, 0
0.000275154000000, 1
0.000277936000000, 0
0.000280686000000, 1
0.000283466000000, 0
0.000286236000000, 1
0.000289026000000, 0
0.000291776000000, 1
